id	audio	duration_ms	n_frames	tgt_text	speaker	tgt_lang
train-21	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-21_16k.wav:0:213078	13317	213078	<triplet> Congress <subj> U.S. <obj> Base <subj> U.S. <obj> Base	0	en
train-22	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-22_16k.wav:0:232026	14501	232026	<triplet> Charles Guiteau <subj> President James Garfield <obj> Kill	0	en
train-23	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-23_16k.wav:0:45152	2822	45152	<triplet> SPACE CENTER <subj> Houston <obj> Base	0	en
train-24	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-24_16k.wav:0:124285	7767	124285	<triplet> Sirhan B. Sirhan <subj> Kennedy <obj> Kill	0	en
train-25	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-25_16k.wav:0:252459	15778	252459	<triplet> Woodrow Wilson <subj> Staunton , Va <obj> Live	0	en
train-26	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-26_16k.wav:0:300385	18774	300385	<triplet> Peter Butler <subj> A. Copeland Enterprises Inc. <obj> Work <triplet> Henry A. Politz <subj> 5th U.S. Circuit Court of Appeals <obj> Work	0	en
train-27	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-27_16k.wav:0:44780	2798	44780	<triplet> PURCHASE <subj> N.Y . <obj> Locate	0	en
train-28	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-28_16k.wav:0:290726	18170	290726	<triplet> Martin Van Buren <subj> Kinderhook , N.Y. <obj> Live	0	en
train-29	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-29_16k.wav:0:74873	4679	74873	<triplet> U.S. Coast Guard Training Center <subj> Petaluma <obj> Base <subj> Calif. <obj> Base <triplet> Petaluma <subj> Calif. <obj> Locate	0	en
train-30	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-30_16k.wav:0:187815	11738	187815	<triplet> IZVESTIYA <subj> Moscow <obj> Base	0	en
train-31	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-31_16k.wav:0:175555	10972	175555	<triplet> Pepperell <subj> West Point <obj> Base <subj> Ga. <obj> Base <triplet> West Point <subj> Ga. <obj> Locate	0	en
train-32	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-32_16k.wav:0:201933	12620	201933	<triplet> John Harvey Adamson <subj> Don Bolles <obj> Kill	0	en
train-33	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-33_16k.wav:0:134316	8394	134316	<triplet> Michael R. Gordon <subj> Montgomery County House delegation <obj> Work	0	en
train-34	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-34_16k.wav:0:245772	15360	245772	<triplet> Vyacheslav Chornovil <subj> Ukrainian Popular Rukh <obj> Work	0	en
train-35	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-35_16k.wav:0:284039	17752	284039	<triplet> Slavko Mestrovic <subj> Croatian People 's Party <obj> Work	0	en
train-36	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-36_16k.wav:0:88248	5515	88248	<triplet> Port Arther <subj> Texas. <obj> Locate <triplet> Galveston <subj> Texas. <obj> Locate	0	en
train-37	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-37_16k.wav:0:248744	15546	248744	<triplet> George Tompkins <subj> KAL <obj> Work	0	en
train-38	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-38_16k.wav:0:139146	8696	139146	<triplet> Lumberton <subj> N.C. <obj> Locate	0	en
train-39	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-39_16k.wav:0:96050	6003	96050	<triplet> Jack Ruby <subj> Oswald <obj> Kill	0	en
train-40	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-40_16k.wav:0:288868	18054	288868	<triplet> Jean Bertrand Aristide <subj> Haiti <obj> Live	0	en
train-41	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-41_16k.wav:0:174440	10902	174440	<triplet> Robert Ford <subj> Jesse James <obj> Kill	0	en
train-42	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-42_16k.wav:0:157722	9857	157722	<triplet> Robert Bernero <subj> NRC <obj> Work	0	en
train-43	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-43_16k.wav:0:193016	12063	193016	<triplet> Datuk Sri Dr. Mahathir <subj> Malaysia <obj> Live	0	en
train-44	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-44_16k.wav:0:32892	2055	32892	<triplet> AP <subj> SAN FRANCISCO <obj> Base	0	en
train-45	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-45_16k.wav:0:35864	2241	35864	<triplet> ITAR-TASS <subj> Moscow <obj> Base	0	en
train-46	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-46_16k.wav:0:382490	23905	382490	<triplet> The Environmental Protection Agency <subj> Washington , D.C. <obj> Base <triplet> Robin Woods <subj> The Environmental Protection Agency <obj> Work <triplet> Woods <subj> The Environmental Protection Agency <obj> Work	0	en
train-47	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-47_16k.wav:0:175183	10948	175183	<triplet> Woodrow Wilson <subj> Virginia <obj> Live	0	en
train-48	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-48_16k.wav:0:100137	6258	100137	<triplet> Gerald Schwartz. <subj> Miami Beach <obj> Live	0	en
train-49	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-49_16k.wav:0:307444	19215	307444	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill <subj> Dallas Police Officer J.D. Tippit. <obj> Kill	0	en
train-50	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-50_16k.wav:0:206763	12922	206763	<triplet> Prince Ranariddh <subj> Cambodia <obj> Live <subj> Phnom Penh government <obj> Work <triplet> Phnom Penh government <subj> Cambodia <obj> Base	0	en
train-51	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-51_16k.wav:0:48867	3054	48867	<triplet> Church 's <subj> San Antonio <obj> Base	0	en
train-52	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-52_16k.wav:0:145090	9068	145090	<triplet> Benton <subj> Tenn. <obj> Locate <triplet> Tennessee Tech <subj> Tenn. <obj> Base <subj> Cookville <obj> Base <triplet> Cookville <subj> Tenn. <obj> Locate	0	en
train-53	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-53_16k.wav:0:123542	7721	123542	<triplet> Harold Lloyd <subj> Burchard , Neb <obj> Live	0	en
train-54	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-54_16k.wav:0:30291	1893	30291	<triplet> BTA <subj> Sofia <obj> Base	0	en
train-55	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-55_16k.wav:0:88619	5538	88619	<triplet> Betsy Ross <subj> Philadelphia <obj> Live	0	en
train-56	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-56_16k.wav:0:101251	6328	101251	<triplet> GSA Depot <subj> Davisville <obj> Locate <subj> R.I. <obj> Locate <triplet> Davisville <subj> R.I. <obj> Locate <triplet> Mineral Wells <subj> Texas <obj> Locate	0	en
train-57	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-57_16k.wav:0:207877	12992	207877	<triplet> Mrs. Parks <subj> Montgomery <obj> Live <subj> Ala. <obj> Live <triplet> Montgomery <subj> Ala. <obj> Locate	0	en
train-58	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-58_16k.wav:0:159951	9996	159951	<triplet> Sirhan <subj> Kennedy <obj> Kill	0	en
train-59	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-59_16k.wav:0:249116	15569	249116	<triplet> Caracas <subj> Venezuela <obj> Locate <triplet> Carlos Andres Perez <subj> Caracas <obj> Live <subj> Venezuela <obj> Live	0	en
train-60	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-60_16k.wav:0:245772	15360	245772	<triplet> Rogers <subj> Fort Worth , Texas <obj> Live	0	en
train-61	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-61_16k.wav:0:75988	4749	75988	<triplet> Sirhan <subj> Kennedy <obj> Kill	0	en
train-62	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-62_16k.wav:0:148063	9253	148063	<triplet> Nsukka <subj> Nigeria <obj> Locate	0	en
train-63	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-63_16k.wav:0:138403	8650	138403	<triplet> Denver <subj> Colorado <obj> Locate	0	en
train-64	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-64_16k.wav:0:167010	10438	167010	<triplet> Edward Marks <subj> Montgomery County Democratic Party <obj> Work	0	en
train-65	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-65_16k.wav:0:33635	2102	33635	<triplet> IZVESTIYA <subj> Moscow <obj> Base	0	en
train-66	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-66_16k.wav:0:158837	9927	158837	<triplet> St. Nicholas Hospital <subj> Gosforth <obj> Base <subj> England <obj> Base <triplet> Gosforth <subj> England <obj> Locate	0	en
train-67	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-67_16k.wav:0:95307	5956	95307	<triplet> ROYAL OAK <subj> Mich . <obj> Locate	0	en
train-68	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-68_16k.wav:0:240199	15012	240199	<triplet> Aleksandr Kruhlow <subj> Sevastopol <obj> Live	0	en
train-69	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-69_16k.wav:0:135802	8487	135802	<triplet> Kenneth Compton. <subj> Coast Guard <obj> Work	0	en
train-70	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-70_16k.wav:0:261376	16336	261376	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	0	en
train-71	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-71_16k.wav:0:80446	5027	80446	<triplet> George Gershwin <subj> New York <obj> Live	0	en
train-72	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-72_16k.wav:0:256546	16034	256546	<triplet> Marvin Feuerwerger <subj> Washington Institute for Near East Policy <obj> Work	0	en
train-73	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-73_16k.wav:0:169611	10600	169611	<triplet> Atomenergoproekt institute <subj> St. Petersburg <obj> Base	0	en
train-74	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-74_16k.wav:0:213450	13340	213450	<triplet> Barry Goldwater <subj> Arizona <obj> Live	0	en
train-75	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-75_16k.wav:0:169611	10600	169611	<triplet> Jose Tulio Gomez <subj> DIMA <obj> Work	0	en
train-76	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-76_16k.wav:0:282924	17682	282924	<triplet> Gen. William C. Westmoreland <subj> South Carolina <obj> Live	0	en
train-77	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-77_16k.wav:0:134316	8394	134316	<triplet> Mrs. Cicippio <subj> Beirut. <obj> Live <triplet> American Embassy <subj> Beirut. <obj> Locate	0	en
train-78	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-78_16k.wav:0:191902	11993	191902	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill	0	en
train-79	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-79_16k.wav:0:44780	2798	44780	<triplet> BELGRADE <subj> Yugoslavia <obj> Locate <triplet> AP <subj> BELGRADE <obj> Base <subj> Yugoslavia <obj> Base	0	en
train-80	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-80_16k.wav:0:235741	14733	235741	<triplet> Kenneth Earl Millikan <subj> Peter J. Martinelli <obj> Kill	0	en
train-81	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-81_16k.wav:0:140261	8766	140261	<triplet> Mrs. Vogt <subj> Akron ,Ohio <obj> Live	0	en
train-82	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-82_16k.wav:0:194502	12156	194502	<triplet> Ms. Barrow <subj> High Island <obj> Live	0	en
train-83	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-83_16k.wav:0:240571	15035	240571	<triplet> George Lucas <subj> Modesto <obj> Live	0	en
train-84	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-84_16k.wav:0:245401	15337	245401	<triplet> William Leonard Jennings <subj> Stephen <obj> Kill	0	en
train-85	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-85_16k.wav:0:196732	12295	196732	<triplet> Vsevolod Fadeyev <subj> Pacific Fleet <obj> Work	0	en
train-86	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-86_16k.wav:0:203419	12713	203419	<triplet> Chapman <subj> John Lennon <obj> Kill	0	en
train-87	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-87_16k.wav:0:179642	11227	179642	<triplet> STOCKTON-ON-TEES <subj> England <obj> Locate <triplet> AP <subj> STOCKTON-ON-TEES <obj> Base <subj> England <obj> Base <triplet> Michael Minns <subj> STOCKTON-ON-TEES <obj> Live <subj> England <obj> Live <subj> AP <obj> Work	0	en
train-88	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-88_16k.wav:0:24347	1521	24347	<triplet> EFE <subj> Madrid <obj> Base	0	en
train-89	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-89_16k.wav:0:210849	13178	210849	<triplet> Booth <subj> Lincoln <obj> Kill	0	en
train-90	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-90_16k.wav:0:263234	16452	263234	<triplet> David Pimentel <subj> Cornell University. <obj> Work	0	en
train-91	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-91_16k.wav:0:317847	19865	317847	<triplet> Drazen Budisa <subj> Croatian Social Liberal Party <obj> Work	0	en
train-92	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-92_16k.wav:0:175926	10995	175926	<triplet> Moscow <subj> Soviet <obj> Locate	0	en
train-93	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-93_16k.wav:0:138775	8673	138775	<triplet> Serbia <subj> Yugoslavia <obj> Locate <triplet> Montenegro <subj> Yugoslavia <obj> Locate	0	en
train-94	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-94_16k.wav:0:84533	5283	84533	<triplet> Edgar Allan Poe <subj> Boston <obj> Live	0	en
train-95	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-95_16k.wav:0:109053	6815	109053	<triplet> Covington <subj> Okla. <obj> Locate	0	en
train-96	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-96_16k.wav:0:191159	11947	191159	<triplet> Michael Holtcamp <subj> Huntsville <obj> Live <subj> Alabama <obj> Live <triplet> Huntsville <subj> Alabama <obj> Locate	0	en
train-97	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-97_16k.wav:0:69672	4354	69672	<triplet> W. Dale Nelson <subj> The Associated Press <obj> Work	0	en
train-98	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-98_16k.wav:0:220137	13758	220137	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill	0	en
train-99	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-99_16k.wav:0:210849	13178	210849	<triplet> Supreme Court <subj> Canada <obj> Base	0	en
train-100	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-100_16k.wav:0:154378	9648	154378	<triplet> Ray <subj> King <obj> Kill	0	en
train-101	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-101_16k.wav:0:388064	24254	388064	<triplet> Centro Nacional de Microelectronica <subj> Barcelona <obj> Base	0	en
train-102	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-102_16k.wav:0:26947	1684	26947	<triplet> AFP <subj> Paris <obj> Base	0	en
train-103	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-103_16k.wav:0:82675	5167	82675	<triplet> Igor Khmelnov <subj> Pacific Fleet <obj> Work	0	en
train-104	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-104_16k.wav:0:135059	8441	135059	<triplet> Sirhan Sirhan <subj> New York Sen. Robert F. Kennedy <obj> Kill	0	en
train-105	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-105_16k.wav:0:117598	7349	117598	<triplet> Henry Ford <subj> Dearborn Township , Mich <obj> Live	0	en
train-106	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-106_16k.wav:0:159951	9996	159951	<triplet> Elvis Presley <subj> Tupelo , Miss <obj> Live	0	en
train-107	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-107_16k.wav:0:48124	3007	48124	<triplet> ADDIS ABABA <subj> Ethiopia <obj> Locate	0	en
train-108	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-108_16k.wav:0:189301	11831	189301	<triplet> Sirhan B. Sirhan <subj> Kennedy <obj> Kill	0	en
train-109	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-109_16k.wav:0:90106	5631	90106	<triplet> Babe Ruth <subj> Baltimore <obj> Live	0	en
train-110	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-110_16k.wav:0:113140	7071	113140	<triplet> NASA <subj> U.S. <obj> Base	0	en
train-111	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-111_16k.wav:0:190043	11877	190043	<triplet> Leroy Ivy <subj> Lee County Circuit Judge Thomas Gardner III. <obj> Kill <triplet> John Henry Ivy <subj> Lee County Circuit Judge Thomas Gardner III. <obj> Kill	0	en
train-112	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-112_16k.wav:0:166639	10414	166639	<triplet> Madonna <subj> Bay City , Mich. <obj> Live	0	en
train-113	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-113_16k.wav:0:181128	11320	181128	<triplet> Supreme Court <subj> Cape Town <obj> Base <triplet> J.H. Berman <subj> Cape Town <obj> Live <subj> Supreme Court <obj> Work	0	en
train-114	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-114_16k.wav:0:26947	1684	26947	<triplet> AFP <subj> Paris <obj> Base	0	en
train-115	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-115_16k.wav:0:155493	9718	155493	<triplet> Andrew Stephens <subj> Eaglebrook Plastics <obj> Work	0	en
train-116	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-116_16k.wav:0:100137	6258	100137	<triplet> George Gershwin <subj> Brooklyn , N.Y. <obj> Live	0	en
train-117	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-117_16k.wav:0:157722	9857	157722	<triplet> Roger Jacobsen <subj> Burlington <obj> Work	0	en
train-118	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-118_16k.wav:0:182614	11413	182614	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	0	en
train-119	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-119_16k.wav:0:307816	19238	307816	<triplet> PAN <subj> Mexico <obj> Base <triplet> National Action Party <subj> Mexico <obj> Base <triplet> Fernandez de Cevallos <subj> Mexico <obj> Live <subj> PAN <obj> Work <subj> National Action Party <obj> Work	0	en
train-120	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-120_16k.wav:0:93448	5840	93448	<triplet> Batavia <subj> N.Y. <obj> Locate	0	en
train-121	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-121_16k.wav:0:268063	16753	268063	<triplet> Ms. Toth <subj> Germantown <obj> Live	0	en
train-122	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-122_16k.wav:0:206020	12876	206020	<triplet> Javier Perez de Cuellar <subj> U.N. <obj> Work	0	en
train-123	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-123_16k.wav:0:104595	6537	104595	<triplet> Mr. Vee <subj> Fargo <obj> Live	0	en
train-124	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-124_16k.wav:0:172211	10763	172211	<triplet> Ray Martinez <subj> Charles Whitman <obj> Kill	0	en
train-125	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-125_16k.wav:0:244286	15267	244286	<triplet> Quayle <subj> Huntington Herald-Press <obj> Work	0	en
train-126	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-126_16k.wav:0:209362	13085	209362	<triplet> James Earl Ray <subj> Martin Luther King Jr. <obj> Kill <triplet> Brushy Mountain Penitentiary <subj> Tennessee <obj> Locate	0	en
train-127	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-127_16k.wav:0:166267	10391	166267	<triplet> Sirhan Sirhan <subj> Kennedy <obj> Kill	0	en
train-128	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-128_16k.wav:0:226453	14153	226453	<triplet> Dwight D. Eisenhower <subj> Denison , Texas <obj> Live	0	en
train-129	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-129_16k.wav:0:24718	1544	24718	<triplet> AP <subj> NEW ORLEANS <obj> Base	0	en
train-130	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-130_16k.wav:0:198961	12435	198961	<triplet> German Government <subj> Germany <obj> Base	0	en
train-131	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-131_16k.wav:0:201190	12574	201190	<triplet> John Leyden <subj> Federal Aviation Administration <obj> Work	0	en
train-132	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-132_16k.wav:0:29176	1823	29176	<triplet> AL-AHALI <subj> Cairo <obj> Base	0	en
train-133	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-133_16k.wav:0:45152	2822	45152	<triplet> Radio France International <subj> Paris <obj> Base	0	en
train-134	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-134_16k.wav:0:70787	4424	70787	<triplet> Carbondale Mining Technology Center <subj> Carterville <obj> Locate <subj> Ill. <obj> Locate <triplet> Carterville <subj> Ill. <obj> Locate	0	en
train-135	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-135_16k.wav:0:143976	8998	143976	<triplet> Mary <subj> Rock Hill <obj> Live	0	en
train-136	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-136_16k.wav:0:131344	8209	131344	<triplet> Karl Malden <subj> Vanderbilt University <obj> Work	0	en
train-137	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-137_16k.wav:0:92335	5770	92335	<triplet> Emily Dickinson <subj> Amherst , Mass <obj> Live	0	en
train-138	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-138_16k.wav:0:192273	12017	192273	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	0	en
train-139	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-139_16k.wav:0:168868	10554	168868	<triplet> William Doyle <subj> Manhattan <obj> Live	0	en
train-140	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-140_16k.wav:0:182614	11413	182614	<triplet> Sara Matzar <subj> Pabnjachel <obj> Live <subj> Solola <obj> Live <triplet> Pabnjachel <subj> Solola <obj> Locate	0	en
train-141	/data/wangguitao/IWSLT/Datasets/conll04/train/conll04_train-141_16k.wav:0:94192	5887	94192	<triplet> Paul Revere <subj> Boston <obj> Live	0	en
